# binIdx ctxIdx symbol range offset
1172 10 0 391 11
1173 64 0 383 11
1174 60 0 376 11
1175 85 0 369 11
1176 5 1 360 11
1177 6 0 351 11
1178 7 0 344 11
1179 9 0 337 11
1180 10 0 330 11
1181 64 0 323 11
1182 60 0 316 11
1183 85 0 310 11
1184 5 1 302 11
1185 6 0 294 11
1186 7 0 288 11
1187 9 0 282 11
1188 10 0 276 11
1189 64 0 270 11
1190 60 0 264 11
1191 85 0 258 11
1192 5 1 500 22
1193 6 0 489 22
1194 7 0 480 22
1195 9 0 471 22
1196 10 0 462 22
1197 64 0 453 22
1198 60 0 444 22
1199 85 0 436 22
1200 5 1 426 22
1201 6 0 416 22
1202 7 0 408 22
1203 9 0 400 22
1204 10 0 392 22
1205 64 0 384 22
1206 60 0 376 22
1207 85 0 369 22
1208 5 1 360 22
1209 6 0 351 22
1210 7 0 344 22
1211 9 0 337 22
1212 10 0 330 22
1213 64 0 323 22
1214 60 0 316 22
1215 85 0 310 22
1216 5 1 302 22
1217 6 0 294 22
1218 7 0 288 22
1219 9 0 282 22
1220 10 0 276 22
1221 64 0 270 22
1222 60 0 264 22
1223 85 0 258 22
1224 5 1 500 44
1225 6 0 489 44
1226 7 0 480 44
1227 9 0 471 44
1228 10 0 462 44
1229 64 0 453 44
1230 60 0 444 44
1231 85 0 436 44
1232 5 1 426 44
1233 6 0 416 44
1234 7 0 408 44
1235 9 0 400 44
1236 10 0 392 44
1237 64 0 384 44
1238 60 0 376 44
1239 85 0 369 44
1240 5 1 360 44
1241 6 0 351 44
1242 7 0 344 44
1243 9 0 337 44
1244 10 0 330 44
1245 64 0 323 44
1246 60 0 316 44
1247 85 0 310 44
1248 5 1 302 44
1249 6 0 294 44
1250 7 0 288 44
1251 9 0 282 44
1252 10 0 276 44
1253 64 0 270 44
1254 60 0 264 44
1255 85 0 258 44
1256 5 1 500 89
1257 6 0 489 89
1258 7 0 480 89
1259 9 0 471 89
1260 10 0 462 89
1261 64 0 453 89
1262 60 0 444 89
1263 85 0 436 89
1264 5 1 426 89
1265 6 0 416 89
1266 7 0 408 89
1267 9 0 400 89
1268 10 0 392 89
1269 64 0 384 89
1270 60 0 376 89
1271 85 0 369 89
1272 5 1 360 89
1273 6 0 351 89
1274 7 0 344 89
1275 9 0 337 89
1276 10 0 330 89
1277 64 0 323 89
1278 60 0 316 89
1279 85 0 310 89
1280 5 1 302 89
1281 6 0 294 89
1282 7 0 288 89
1283 9 0 282 89
1284 10 0 276 89
1285 64 0 270 89
1286 60 0 264 89
1287 85 0 258 89
1288 5 1 500 178
1289 6 0 489 178
1290 7 0 480 178
1291 9 0 471 178
1292 10 0 462 178
1293 64 0 453 178
1294 60 0 444 178
1295 85 0 436 178
1296 5 1 426 178
1297 6 0 416 178
1298 7 0 408 178
1299 9 0 400 178
1300 10 0 392 178
1301 64 0 384 178
1302 60 0 376 178
1303 85 0 369 178
1304 4 1 305 178
1305 6 0 297 178
1306 7 0 291 178
1307 9 0 285 178
1308 10 0 279 178
1309 64 0 273 178
1310 60 0 267 178
1311 86 0 360 6
1312 5 1 351 6
1313 6 0 342 6
1314 7 0 335 6
1315 9 0 328 6
1316 10 0 321 6
1317 64 0 314 6
1318 60 0 308 6
1319 85 0 302 6
1320 5 1 294 6
1321 6 0 286 6
1322 7 0 280 6
1323 9 0 274 6
1324 10 0 268 6
1325 64 0 262 6
1326 60 0 256 6
1327 85 0 500 12
1328 5 1 489 12
1329 6 0 478 12
1330 7 0 469 12
1331 9 0 460 12
1332 10 0 451 12
1333 64 0 442 12
1334 60 0 434 12
1335 85 0 426 12
1336 5 1 416 12
1337 6 0 406 12
1338 7 0 398 12
1339 9 0 390 12
1340 10 0 382 12
1341 64 0 375 12
1342 60 0 368 12
1343 85 0 361 12
1344 5 1 352 12
1345 6 0 343 12
1346 7 0 336 12
1347 9 0 329 12
1348 10 0 322 12
1349 64 0 315 12
1350 60 0 309 12
